"comid","site_no","huc12","dec_long_va","dec_lat_va","decade","dni_ann","dni_jan","dni_feb","dni_mar","dni_apr","dni_may","dni_jun","dni_jul","dni_aug","dni_sep","dni_oct","dni_nov","dni_dec"
"15085965","08015500","080802030702",-92.9154167,30.50255556,1950,4.2762817352,3.5708225806,3.6648333333,4.2701747312,4.697575,4.6103924731,4.7843388889,4.6985107527,4.7589274194,4.2758305556,4.5825322581,3.9733444444,3.3891182796
"15085965","08015500","080802030702",-92.9154167,30.50255556,1960,4.2762817352,3.5708225806,3.6648333333,4.2701747312,4.697575,4.6103924731,4.7843388889,4.6985107527,4.7589274194,4.2758305556,4.5825322581,3.9733444444,3.3891182796
"15085965","08015500","080802030702",-92.9154167,30.50255556,1970,4.2762817352,3.5708225806,3.6648333333,4.2701747312,4.697575,4.6103924731,4.7843388889,4.6985107527,4.7589274194,4.2758305556,4.5825322581,3.9733444444,3.3891182796
"15085965","08015500","080802030702",-92.9154167,30.50255556,1980,4.2762817352,3.5708225806,3.6648333333,4.2701747312,4.697575,4.6103924731,4.7843388889,4.6985107527,4.7589274194,4.2758305556,4.5825322581,3.9733444444,3.3891182796
"15085965","08015500","080802030702",-92.9154167,30.50255556,1990,4.2762817352,3.5708225806,3.6648333333,4.2701747312,4.697575,4.6103924731,4.7843388889,4.6985107527,4.7589274194,4.2758305556,4.5825322581,3.9733444444,3.3891182796
"15085965","08015500","080802030702",-92.9154167,30.50255556,2000,4.2762817352,3.5708225806,3.6648333333,4.2701747312,4.697575,4.6103924731,4.7843388889,4.6985107527,4.7589274194,4.2758305556,4.5825322581,3.9733444444,3.3891182796
"1509209","08068740","120401020104",-95.7177249,29.959112,1950,4.291839726,3.5629139785,3.6489345238,4.0007876344,4.5039777778,4.6307607527,4.9593138889,4.9022822581,4.9147715054,4.6431666667,4.4523064516,3.8106861111,3.4341451613
"1509209","08068740","120401020104",-95.7177249,29.959112,1960,4.291839726,3.5629139785,3.6489345238,4.0007876344,4.5039777778,4.6307607527,4.9593138889,4.9022822581,4.9147715054,4.6431666667,4.4523064516,3.8106861111,3.4341451613
"1509209","08068740","120401020104",-95.7177249,29.959112,1970,4.291839726,3.5629139785,3.6489345238,4.0007876344,4.5039777778,4.6307607527,4.9593138889,4.9022822581,4.9147715054,4.6431666667,4.4523064516,3.8106861111,3.4341451613
"1509209","08068740","120401020104",-95.7177249,29.959112,1980,4.291839726,3.5629139785,3.6489345238,4.0007876344,4.5039777778,4.6307607527,4.9593138889,4.9022822581,4.9147715054,4.6431666667,4.4523064516,3.8106861111,3.4341451613
"1509209","08068740","120401020104",-95.7177249,29.959112,1990,4.291839726,3.5629139785,3.6489345238,4.0007876344,4.5039777778,4.6307607527,4.9593138889,4.9022822581,4.9147715054,4.6431666667,4.4523064516,3.8106861111,3.4341451613
"1509209","08068740","120401020104",-95.7177249,29.959112,2000,4.291839726,3.5629139785,3.6489345238,4.0007876344,4.5039777778,4.6307607527,4.9593138889,4.9022822581,4.9147715054,4.6431666667,4.4523064516,3.8106861111,3.4341451613
"1509241","08068720","120401020103",-95.8082835,29.9502237,1950,4.3449182648,3.6442580645,3.6455565476,3.9920806452,4.4742166667,4.6883924731,5.0643416667,5.0999274194,5.0213387097,4.6641388889,4.5014704301,3.809725,3.4863037634
"1509241","08068720","120401020103",-95.8082835,29.9502237,1960,4.3449182648,3.6442580645,3.6455565476,3.9920806452,4.4742166667,4.6883924731,5.0643416667,5.0999274194,5.0213387097,4.6641388889,4.5014704301,3.809725,3.4863037634
"1509241","08068720","120401020103",-95.8082835,29.9502237,1970,4.3449182648,3.6442580645,3.6455565476,3.9920806452,4.4742166667,4.6883924731,5.0643416667,5.0999274194,5.0213387097,4.6641388889,4.5014704301,3.809725,3.4863037634
"1509241","08068720","120401020103",-95.8082835,29.9502237,1980,4.3449182648,3.6442580645,3.6455565476,3.9920806452,4.4742166667,4.6883924731,5.0643416667,5.0999274194,5.0213387097,4.6641388889,4.5014704301,3.809725,3.4863037634
"1509241","08068720","120401020103",-95.8082835,29.9502237,1990,4.3449182648,3.6442580645,3.6455565476,3.9920806452,4.4742166667,4.6883924731,5.0643416667,5.0999274194,5.0213387097,4.6641388889,4.5014704301,3.809725,3.4863037634
"1509241","08068720","120401020103",-95.8082835,29.9502237,2000,4.3449182648,3.6442580645,3.6455565476,3.9920806452,4.4742166667,4.6883924731,5.0643416667,5.0999274194,5.0213387097,4.6641388889,4.5014704301,3.809725,3.4863037634
"1513293","08066500","120302030102",-94.8507622,30.4252067,1950,4.3629810502,3.618905914,3.6779047619,4.0488091398,4.5839583333,4.7468924731,5.1628638889,5.2388790323,5.0810591398,4.5369111111,4.4062715054,3.7773083333,3.4293602151
"1513293","08066500","120302030102",-94.8507622,30.4252067,1960,4.3629810502,3.618905914,3.6779047619,4.0488091398,4.5839583333,4.7468924731,5.1628638889,5.2388790323,5.0810591398,4.5369111111,4.4062715054,3.7773083333,3.4293602151
"1513293","08066500","120302030102",-94.8507622,30.4252067,1970,4.3629810502,3.618905914,3.6779047619,4.0488091398,4.5839583333,4.7468924731,5.1628638889,5.2388790323,5.0810591398,4.5369111111,4.4062715054,3.7773083333,3.4293602151
"1513293","08066500","120302030102",-94.8507622,30.4252067,1980,4.3629810502,3.618905914,3.6779047619,4.0488091398,4.5839583333,4.7468924731,5.1628638889,5.2388790323,5.0810591398,4.5369111111,4.4062715054,3.7773083333,3.4293602151
"1513293","08066500","120302030102",-94.8507622,30.4252067,1990,4.3629810502,3.618905914,3.6779047619,4.0488091398,4.5839583333,4.7468924731,5.1628638889,5.2388790323,5.0810591398,4.5369111111,4.4062715054,3.7773083333,3.4293602151
"1513293","08066500","120302030102",-94.8507622,30.4252067,2000,4.3629810502,3.618905914,3.6779047619,4.0488091398,4.5839583333,4.7468924731,5.1628638889,5.2388790323,5.0810591398,4.5369111111,4.4062715054,3.7773083333,3.4293602151
"15139713","08012000","080802010404",-92.63175,30.48077778,1950,4.4092196347,3.6793736559,3.8349970238,4.4763037634,4.8631166667,4.8905806452,4.9281527778,4.7695107527,4.7934543011,4.3673055556,4.6313709677,4.1514722222,3.4911424731
"15139713","08012000","080802010404",-92.63175,30.48077778,1960,4.4092196347,3.6793736559,3.8349970238,4.4763037634,4.8631166667,4.8905806452,4.9281527778,4.7695107527,4.7934543011,4.3673055556,4.6313709677,4.1514722222,3.4911424731
"15139713","08012000","080802010404",-92.63175,30.48077778,1970,4.4092196347,3.6793736559,3.8349970238,4.4763037634,4.8631166667,4.8905806452,4.9281527778,4.7695107527,4.7934543011,4.3673055556,4.6313709677,4.1514722222,3.4911424731
"15139713","08012000","080802010404",-92.63175,30.48077778,1980,4.4092196347,3.6793736559,3.8349970238,4.4763037634,4.8631166667,4.8905806452,4.9281527778,4.7695107527,4.7934543011,4.3673055556,4.6313709677,4.1514722222,3.4911424731
"15139713","08012000","080802010404",-92.63175,30.48077778,1990,4.4092196347,3.6793736559,3.8349970238,4.4763037634,4.8631166667,4.8905806452,4.9281527778,4.7695107527,4.7934543011,4.3673055556,4.6313709677,4.1514722222,3.4911424731
"15139713","08012000","080802010404",-92.63175,30.48077778,2000,4.4092196347,3.6793736559,3.8349970238,4.4763037634,4.8631166667,4.8905806452,4.9281527778,4.7695107527,4.7934543011,4.3673055556,4.6313709677,4.1514722222,3.4911424731
"15139797","07386500","080801030101",-92.0917879,30.42797613,1950,4.4058673516,3.7136774194,3.9330535714,4.4176182796,4.9979361111,4.9056370968,4.84165,4.5489462366,4.7334946237,4.3177861111,4.6697446237,4.2554472222,3.5151236559
"15139797","07386500","080801030101",-92.0917879,30.42797613,1960,4.4058673516,3.7136774194,3.9330535714,4.4176182796,4.9979361111,4.9056370968,4.84165,4.5489462366,4.7334946237,4.3177861111,4.6697446237,4.2554472222,3.5151236559
"15139797","07386500","080801030101",-92.0917879,30.42797613,1970,4.4058673516,3.7136774194,3.9330535714,4.4176182796,4.9979361111,4.9056370968,4.84165,4.5489462366,4.7334946237,4.3177861111,4.6697446237,4.2554472222,3.5151236559
"15139797","07386500","080801030101",-92.0917879,30.42797613,1980,4.4058673516,3.7136774194,3.9330535714,4.4176182796,4.9979361111,4.9056370968,4.84165,4.5489462366,4.7334946237,4.3177861111,4.6697446237,4.2554472222,3.5151236559
"15139797","07386500","080801030101",-92.0917879,30.42797613,1990,4.4058673516,3.7136774194,3.9330535714,4.4176182796,4.9979361111,4.9056370968,4.84165,4.5489462366,4.7334946237,4.3177861111,4.6697446237,4.2554472222,3.5151236559
"15139797","07386500","080801030101",-92.0917879,30.42797613,2000,4.4058673516,3.7136774194,3.9330535714,4.4176182796,4.9979361111,4.9056370968,4.84165,4.5489462366,4.7334946237,4.3177861111,4.6697446237,4.2554472222,3.5151236559
"15143238","07383500","080801020402",-91.9826212,31.03324368,1950,4.3521883562,3.570483871,3.9536458333,4.2365833333,4.8676027778,4.651405914,4.8548472222,4.9236693548,5.0440215054,4.2347083333,4.4528198925,4.0265666667,3.3898844086
"15143238","07383500","080801020402",-91.9826212,31.03324368,1960,4.3521883562,3.570483871,3.9536458333,4.2365833333,4.8676027778,4.651405914,4.8548472222,4.9236693548,5.0440215054,4.2347083333,4.4528198925,4.0265666667,3.3898844086
"15143238","07383500","080801020402",-91.9826212,31.03324368,1970,4.3521883562,3.570483871,3.9536458333,4.2365833333,4.8676027778,4.651405914,4.8548472222,4.9236693548,5.0440215054,4.2347083333,4.4528198925,4.0265666667,3.3898844086
"15143238","07383500","080801020402",-91.9826212,31.03324368,1980,4.3521883562,3.570483871,3.9536458333,4.2365833333,4.8676027778,4.651405914,4.8548472222,4.9236693548,5.0440215054,4.2347083333,4.4528198925,4.0265666667,3.3898844086
"15143238","07383500","080801020402",-91.9826212,31.03324368,1990,4.3521883562,3.570483871,3.9536458333,4.2365833333,4.8676027778,4.651405914,4.8548472222,4.9236693548,5.0440215054,4.2347083333,4.4528198925,4.0265666667,3.3898844086
"15143238","07383500","080801020402",-91.9826212,31.03324368,2000,4.3521883562,3.570483871,3.9536458333,4.2365833333,4.8676027778,4.651405914,4.8548472222,4.9236693548,5.0440215054,4.2347083333,4.4528198925,4.0265666667,3.3898844086
"15145994","07382000","080801020307",-92.3802778,31.00027778,1950,4.3097438356,3.5318010753,3.7117797619,4.1876424731,4.7614972222,4.5819327957,4.8911388889,4.9207526882,4.9932419355,4.2287611111,4.4471397849,4.0129166667,3.411594086
"15145994","07382000","080801020307",-92.3802778,31.00027778,1960,4.3097438356,3.5318010753,3.7117797619,4.1876424731,4.7614972222,4.5819327957,4.8911388889,4.9207526882,4.9932419355,4.2287611111,4.4471397849,4.0129166667,3.411594086
"15145994","07382000","080801020307",-92.3802778,31.00027778,1970,4.3097438356,3.5318010753,3.7117797619,4.1876424731,4.7614972222,4.5819327957,4.8911388889,4.9207526882,4.9932419355,4.2287611111,4.4471397849,4.0129166667,3.411594086
"15145994","07382000","080801020307",-92.3802778,31.00027778,1980,4.3097438356,3.5318010753,3.7117797619,4.1876424731,4.7614972222,4.5819327957,4.8911388889,4.9207526882,4.9932419355,4.2287611111,4.4471397849,4.0129166667,3.411594086
"15145994","07382000","080801020307",-92.3802778,31.00027778,1990,4.3097438356,3.5318010753,3.7117797619,4.1876424731,4.7614972222,4.5819327957,4.8911388889,4.9207526882,4.9932419355,4.2287611111,4.4471397849,4.0129166667,3.411594086
"15145994","07382000","080801020307",-92.3802778,31.00027778,2000,4.3097438356,3.5318010753,3.7117797619,4.1876424731,4.7614972222,4.5819327957,4.8911388889,4.9207526882,4.9932419355,4.2287611111,4.4471397849,4.0129166667,3.411594086
"15148368","07382500","080801020605",-92.0556741,30.61825175,1950,4.329497032,3.563172043,3.8565238095,4.339655914,4.9485194444,4.8167311828,4.7296527778,4.6919758065,4.715766129,4.1860805556,4.504405914,4.1154166667,3.4616370968
"15148368","07382500","080801020605",-92.0556741,30.61825175,1960,4.329497032,3.563172043,3.8565238095,4.339655914,4.9485194444,4.8167311828,4.7296527778,4.6919758065,4.715766129,4.1860805556,4.504405914,4.1154166667,3.4616370968
"15148368","07382500","080801020605",-92.0556741,30.61825175,1970,4.329497032,3.563172043,3.8565238095,4.339655914,4.9485194444,4.8167311828,4.7296527778,4.6919758065,4.715766129,4.1860805556,4.504405914,4.1154166667,3.4616370968
"15148368","07382500","080801020605",-92.0556741,30.61825175,1980,4.329497032,3.563172043,3.8565238095,4.339655914,4.9485194444,4.8167311828,4.7296527778,4.6919758065,4.715766129,4.1860805556,4.504405914,4.1154166667,3.4616370968
"15148368","07382500","080801020605",-92.0556741,30.61825175,1990,4.329497032,3.563172043,3.8565238095,4.339655914,4.9485194444,4.8167311828,4.7296527778,4.6919758065,4.715766129,4.1860805556,4.504405914,4.1154166667,3.4616370968
"15148368","07382500","080801020605",-92.0556741,30.61825175,2000,4.329497032,3.563172043,3.8565238095,4.339655914,4.9485194444,4.8167311828,4.7296527778,4.6919758065,4.715766129,4.1860805556,4.504405914,4.1154166667,3.4616370968
"15149708","07385500","080801020705",-91.9306728,30.3974195,1950,4.3450988584,3.5432715054,3.9698333333,4.424672043,5.0253194444,4.9260994624,4.6810388889,4.4450295699,4.6722930108,4.2170305556,4.6485672043,4.1408888889,3.4328870968
"15149708","07385500","080801020705",-91.9306728,30.3974195,1960,4.3450988584,3.5432715054,3.9698333333,4.424672043,5.0253194444,4.9260994624,4.6810388889,4.4450295699,4.6722930108,4.2170305556,4.6485672043,4.1408888889,3.4328870968
"15149708","07385500","080801020705",-91.9306728,30.3974195,1970,4.3450988584,3.5432715054,3.9698333333,4.424672043,5.0253194444,4.9260994624,4.6810388889,4.4450295699,4.6722930108,4.2170305556,4.6485672043,4.1408888889,3.4328870968
"15149708","07385500","080801020705",-91.9306728,30.3974195,1980,4.3450988584,3.5432715054,3.9698333333,4.424672043,5.0253194444,4.9260994624,4.6810388889,4.4450295699,4.6722930108,4.2170305556,4.6485672043,4.1408888889,3.4328870968
"15149708","07385500","080801020705",-91.9306728,30.3974195,1990,4.3450988584,3.5432715054,3.9698333333,4.424672043,5.0253194444,4.9260994624,4.6810388889,4.4450295699,4.6722930108,4.2170305556,4.6485672043,4.1408888889,3.4328870968
"15149708","07385500","080801020705",-91.9306728,30.3974195,2000,4.3450988584,3.5432715054,3.9698333333,4.424672043,5.0253194444,4.9260994624,4.6810388889,4.4450295699,4.6722930108,4.2170305556,4.6485672043,4.1408888889,3.4328870968
"1520007","08070000","120401030401",-95.1040999,30.33659809,1950,4.3190299087,3.6055752688,3.6432202381,3.9670268817,4.5515277778,4.6545376344,5.045275,5.1157956989,4.9628467742,4.5399805556,4.441688172,3.8194833333,3.4379408602
"1520007","08070000","120401030401",-95.1040999,30.33659809,1960,4.3190299087,3.6055752688,3.6432202381,3.9670268817,4.5515277778,4.6545376344,5.045275,5.1157956989,4.9628467742,4.5399805556,4.441688172,3.8194833333,3.4379408602
"1520007","08070000","120401030401",-95.1040999,30.33659809,1970,4.3190299087,3.6055752688,3.6432202381,3.9670268817,4.5515277778,4.6545376344,5.045275,5.1157956989,4.9628467742,4.5399805556,4.441688172,3.8194833333,3.4379408602
"1520007","08070000","120401030401",-95.1040999,30.33659809,1980,4.3190299087,3.6055752688,3.6432202381,3.9670268817,4.5515277778,4.6545376344,5.045275,5.1157956989,4.9628467742,4.5399805556,4.441688172,3.8194833333,3.4379408602
"1520007","08070000","120401030401",-95.1040999,30.33659809,1990,4.3190299087,3.6055752688,3.6432202381,3.9670268817,4.5515277778,4.6545376344,5.045275,5.1157956989,4.9628467742,4.5399805556,4.441688172,3.8194833333,3.4379408602
"1520007","08070000","120401030401",-95.1040999,30.33659809,2000,4.3190299087,3.6055752688,3.6432202381,3.9670268817,4.5515277778,4.6545376344,5.045275,5.1157956989,4.9628467742,4.5399805556,4.441688172,3.8194833333,3.4379408602
"1520083","08070200","120401030402",-95.1243756,30.1454932,1950,4.2575219178,3.6071344086,3.5957440476,3.9596344086,4.4343972222,4.627733871,4.9891777778,4.926438172,4.8299543011,4.5005416667,4.3560322581,3.7485527778,3.4716075269
"1520083","08070200","120401030402",-95.1243756,30.1454932,1960,4.2575219178,3.6071344086,3.5957440476,3.9596344086,4.4343972222,4.627733871,4.9891777778,4.926438172,4.8299543011,4.5005416667,4.3560322581,3.7485527778,3.4716075269
"1520083","08070200","120401030402",-95.1243756,30.1454932,1970,4.2575219178,3.6071344086,3.5957440476,3.9596344086,4.4343972222,4.627733871,4.9891777778,4.926438172,4.8299543011,4.5005416667,4.3560322581,3.7485527778,3.4716075269
"1520083","08070200","120401030402",-95.1243756,30.1454932,1980,4.2575219178,3.6071344086,3.5957440476,3.9596344086,4.4343972222,4.627733871,4.9891777778,4.926438172,4.8299543011,4.5005416667,4.3560322581,3.7485527778,3.4716075269
"1520083","08070200","120401030402",-95.1243756,30.1454932,1990,4.2575219178,3.6071344086,3.5957440476,3.9596344086,4.4343972222,4.627733871,4.9891777778,4.926438172,4.8299543011,4.5005416667,4.3560322581,3.7485527778,3.4716075269
"1520083","08070200","120401030402",-95.1243756,30.1454932,2000,4.2575219178,3.6071344086,3.5957440476,3.9596344086,4.4343972222,4.627733871,4.9891777778,4.926438172,4.8299543011,4.5005416667,4.3560322581,3.7485527778,3.4716075269
"1520091","08071280","120401030205",-95.0599294,30.10966019,1950,4.2326356164,3.5153629032,3.5892380952,3.9347123656,4.3363583333,4.5696935484,4.8941972222,4.937922043,4.8773198925,4.4953055556,4.3989758065,3.7900111111,3.4091478495
"1520091","08071280","120401030205",-95.0599294,30.10966019,1960,4.2326356164,3.5153629032,3.5892380952,3.9347123656,4.3363583333,4.5696935484,4.8941972222,4.937922043,4.8773198925,4.4953055556,4.3989758065,3.7900111111,3.4091478495
"1520091","08071280","120401030205",-95.0599294,30.10966019,1970,4.2326356164,3.5153629032,3.5892380952,3.9347123656,4.3363583333,4.5696935484,4.8941972222,4.937922043,4.8773198925,4.4953055556,4.3989758065,3.7900111111,3.4091478495
"1520091","08071280","120401030205",-95.0599294,30.10966019,1980,4.2326356164,3.5153629032,3.5892380952,3.9347123656,4.3363583333,4.5696935484,4.8941972222,4.937922043,4.8773198925,4.4953055556,4.3989758065,3.7900111111,3.4091478495
"1520091","08071280","120401030205",-95.0599294,30.10966019,1990,4.2326356164,3.5153629032,3.5892380952,3.9347123656,4.3363583333,4.5696935484,4.8941972222,4.937922043,4.8773198925,4.4953055556,4.3989758065,3.7900111111,3.4091478495
"1520091","08071280","120401030205",-95.0599294,30.10966019,2000,4.2326356164,3.5153629032,3.5892380952,3.9347123656,4.3363583333,4.5696935484,4.8941972222,4.937922043,4.8773198925,4.4953055556,4.3989758065,3.7900111111,3.4091478495
"1520237","08071000","120401030109",-95.1682662,30.2327137,1950,4.2530993151,3.5394543011,3.5685714286,3.8652311828,4.4364361111,4.6041129032,4.9749138889,5.0159623656,4.8785860215,4.5218277778,4.397311828,3.7645527778,3.426094086
"1520237","08071000","120401030109",-95.1682662,30.2327137,1960,4.2530993151,3.5394543011,3.5685714286,3.8652311828,4.4364361111,4.6041129032,4.9749138889,5.0159623656,4.8785860215,4.5218277778,4.397311828,3.7645527778,3.426094086
"1520237","08071000","120401030109",-95.1682662,30.2327137,1970,4.2530993151,3.5394543011,3.5685714286,3.8652311828,4.4364361111,4.6041129032,4.9749138889,5.0159623656,4.8785860215,4.5218277778,4.397311828,3.7645527778,3.426094086
"1520237","08071000","120401030109",-95.1682662,30.2327137,1980,4.2530993151,3.5394543011,3.5685714286,3.8652311828,4.4364361111,4.6041129032,4.9749138889,5.0159623656,4.8785860215,4.5218277778,4.397311828,3.7645527778,3.426094086
"1520237","08071000","120401030109",-95.1682662,30.2327137,1990,4.2530993151,3.5394543011,3.5685714286,3.8652311828,4.4364361111,4.6041129032,4.9749138889,5.0159623656,4.8785860215,4.5218277778,4.397311828,3.7645527778,3.426094086
"1520237","08071000","120401030109",-95.1682662,30.2327137,2000,4.2530993151,3.5394543011,3.5685714286,3.8652311828,4.4364361111,4.6041129032,4.9749138889,5.0159623656,4.8785860215,4.5218277778,4.397311828,3.7645527778,3.426094086
"1520249","08070500","120401030104",-95.3024361,30.25965789,1950,4.2783372146,3.6226129032,3.5921309524,3.9626263441,4.5358,4.5815322581,4.9023305556,5.0260080645,4.8829489247,4.5136305556,4.4317284946,3.8282972222,3.4155
"1520249","08070500","120401030104",-95.3024361,30.25965789,1960,4.2783372146,3.6226129032,3.5921309524,3.9626263441,4.5358,4.5815322581,4.9023305556,5.0260080645,4.8829489247,4.5136305556,4.4317284946,3.8282972222,3.4155
"1520249","08070500","120401030104",-95.3024361,30.25965789,1970,4.2783372146,3.6226129032,3.5921309524,3.9626263441,4.5358,4.5815322581,4.9023305556,5.0260080645,4.8829489247,4.5136305556,4.4317284946,3.8282972222,3.4155
"1520249","08070500","120401030104",-95.3024361,30.25965789,1980,4.2783372146,3.6226129032,3.5921309524,3.9626263441,4.5358,4.5815322581,4.9023305556,5.0260080645,4.8829489247,4.5136305556,4.4317284946,3.8282972222,3.4155
"1520249","08070500","120401030104",-95.3024361,30.25965789,1990,4.2783372146,3.6226129032,3.5921309524,3.9626263441,4.5358,4.5815322581,4.9023305556,5.0260080645,4.8829489247,4.5136305556,4.4317284946,3.8282972222,3.4155
"1520249","08070500","120401030104",-95.3024361,30.25965789,2000,4.2783372146,3.6226129032,3.5921309524,3.9626263441,4.5358,4.5815322581,4.9023305556,5.0260080645,4.8829489247,4.5136305556,4.4317284946,3.8282972222,3.4155
"15216417","07371500","080403030303",-92.8015434,32.2071015,1950,4.3819817352,3.6202688172,3.6478184524,4.1344543011,4.8371416667,4.7278602151,4.9484388889,5.1821021505,5.1264811828,4.5299138889,4.4797553763,3.8083916667,3.4893306452
"15216417","07371500","080403030303",-92.8015434,32.2071015,1960,4.3819817352,3.6202688172,3.6478184524,4.1344543011,4.8371416667,4.7278602151,4.9484388889,5.1821021505,5.1264811828,4.5299138889,4.4797553763,3.8083916667,3.4893306452
"15216417","07371500","080403030303",-92.8015434,32.2071015,1970,4.3819817352,3.6202688172,3.6478184524,4.1344543011,4.8371416667,4.7278602151,4.9484388889,5.1821021505,5.1264811828,4.5299138889,4.4797553763,3.8083916667,3.4893306452
"15216417","07371500","080403030303",-92.8015434,32.2071015,1980,4.3819817352,3.6202688172,3.6478184524,4.1344543011,4.8371416667,4.7278602151,4.9484388889,5.1821021505,5.1264811828,4.5299138889,4.4797553763,3.8083916667,3.4893306452
"15216417","07371500","080403030303",-92.8015434,32.2071015,1990,4.3819817352,3.6202688172,3.6478184524,4.1344543011,4.8371416667,4.7278602151,4.9484388889,5.1821021505,5.1264811828,4.5299138889,4.4797553763,3.8083916667,3.4893306452
"15216417","07371500","080403030303",-92.8015434,32.2071015,2000,4.3819817352,3.6202688172,3.6478184524,4.1344543011,4.8371416667,4.7278602151,4.9484388889,5.1821021505,5.1264811828,4.5299138889,4.4797553763,3.8083916667,3.4893306452
"15217227","07372000","080403030604",-92.6529273,31.97516204,1950,4.4210723744,3.6704247312,3.7724642857,4.2070752688,4.8962111111,4.7809247312,4.8701138889,5.0659489247,5.1301693548,4.4502638889,4.6136989247,3.9944222222,3.5553736559
"15217227","07372000","080403030604",-92.6529273,31.97516204,1960,4.4210723744,3.6704247312,3.7724642857,4.2070752688,4.8962111111,4.7809247312,4.8701138889,5.0659489247,5.1301693548,4.4502638889,4.6136989247,3.9944222222,3.5553736559
"15217227","07372000","080403030604",-92.6529273,31.97516204,1970,4.4210723744,3.6704247312,3.7724642857,4.2070752688,4.8962111111,4.7809247312,4.8701138889,5.0659489247,5.1301693548,4.4502638889,4.6136989247,3.9944222222,3.5553736559
"15217227","07372000","080403030604",-92.6529273,31.97516204,1980,4.4210723744,3.6704247312,3.7724642857,4.2070752688,4.8962111111,4.7809247312,4.8701138889,5.0659489247,5.1301693548,4.4502638889,4.6136989247,3.9944222222,3.5553736559
"15217227","07372000","080403030604",-92.6529273,31.97516204,1990,4.4210723744,3.6704247312,3.7724642857,4.2070752688,4.8962111111,4.7809247312,4.8701138889,5.0659489247,5.1301693548,4.4502638889,4.6136989247,3.9944222222,3.5553736559
"15217227","07372000","080403030604",-92.6529273,31.97516204,2000,4.4210723744,3.6704247312,3.7724642857,4.2070752688,4.8962111111,4.7809247312,4.8701138889,5.0659489247,5.1301693548,4.4502638889,4.6136989247,3.9944222222,3.5553736559
"15219960","07365800","080402060108",-92.9405556,33.03805556,1950,4.4357497717,3.4633817204,3.7034642857,4.116016129,4.9035305556,4.693938172,5.0524083333,5.4092956989,5.3726263441,4.6947833333,4.5162419355,3.7022722222,3.5498494624
"15219960","07365800","080402060108",-92.9405556,33.03805556,1960,4.4357497717,3.4633817204,3.7034642857,4.116016129,4.9035305556,4.693938172,5.0524083333,5.4092956989,5.3726263441,4.6947833333,4.5162419355,3.7022722222,3.5498494624
"15219960","07365800","080402060108",-92.9405556,33.03805556,1970,4.4357497717,3.4633817204,3.7034642857,4.116016129,4.9035305556,4.693938172,5.0524083333,5.4092956989,5.3726263441,4.6947833333,4.5162419355,3.7022722222,3.5498494624
"15219960","07365800","080402060108",-92.9405556,33.03805556,1980,4.4357497717,3.4633817204,3.7034642857,4.116016129,4.9035305556,4.693938172,5.0524083333,5.4092956989,5.3726263441,4.6947833333,4.5162419355,3.7022722222,3.5498494624
"15219960","07365800","080402060108",-92.9405556,33.03805556,1990,4.4357497717,3.4633817204,3.7034642857,4.116016129,4.9035305556,4.693938172,5.0524083333,5.4092956989,5.3726263441,4.6947833333,4.5162419355,3.7022722222,3.5498494624
"15219960","07365800","080402060108",-92.9405556,33.03805556,2000,4.4357497717,3.4633817204,3.7034642857,4.116016129,4.9035305556,4.693938172,5.0524083333,5.4092956989,5.3726263441,4.6947833333,4.5162419355,3.7022722222,3.5498494624
"15220244","07365900","080402060202",-92.8840495,33.0670817,1950,4.4278196347,3.5255349462,3.6496190476,4.121422043,4.9014861111,4.6729139785,5.0278083333,5.3723575269,5.3867016129,4.6554888889,4.5360376344,3.6748833333,3.5519623656
"15220244","07365900","080402060202",-92.8840495,33.0670817,1960,4.4278196347,3.5255349462,3.6496190476,4.121422043,4.9014861111,4.6729139785,5.0278083333,5.3723575269,5.3867016129,4.6554888889,4.5360376344,3.6748833333,3.5519623656
"15220244","07365900","080402060202",-92.8840495,33.0670817,1970,4.4278196347,3.5255349462,3.6496190476,4.121422043,4.9014861111,4.6729139785,5.0278083333,5.3723575269,5.3867016129,4.6554888889,4.5360376344,3.6748833333,3.5519623656
"15220244","07365900","080402060202",-92.8840495,33.0670817,1980,4.4278196347,3.5255349462,3.6496190476,4.121422043,4.9014861111,4.6729139785,5.0278083333,5.3723575269,5.3867016129,4.6554888889,4.5360376344,3.6748833333,3.5519623656
"15220244","07365900","080402060202",-92.8840495,33.0670817,1990,4.4278196347,3.5255349462,3.6496190476,4.121422043,4.9014861111,4.6729139785,5.0278083333,5.3723575269,5.3867016129,4.6554888889,4.5360376344,3.6748833333,3.5519623656
"15220244","07365900","080402060202",-92.8840495,33.0670817,2000,4.4278196347,3.5255349462,3.6496190476,4.121422043,4.9014861111,4.6729139785,5.0278083333,5.3723575269,5.3867016129,4.6554888889,4.5360376344,3.6748833333,3.5519623656
"15221924","07366200","080402060304",-92.6329305,32.9293064,1950,4.4286020548,3.5108091398,3.692547619,4.1488521505,4.9241916667,4.7298333333,5.0629083333,5.3895080645,5.3317930108,4.6211805556,4.4736586022,3.7091888889,3.4969758065
"15221924","07366200","080402060304",-92.6329305,32.9293064,1960,4.4286020548,3.5108091398,3.692547619,4.1488521505,4.9241916667,4.7298333333,5.0629083333,5.3895080645,5.3317930108,4.6211805556,4.4736586022,3.7091888889,3.4969758065
